ID,Name,Height,Weight,Age,Sex,Profession,Salary,Has_car
9481,Бобылёв Филимон,192.0,50.0,46,м,автослесарь,411000,False
9482,Блинов Арсентий,175.0,72.0,56,м,сантехник,280000,True
9484,Савин Платон,180.0,114.0,81,м,сантехник,468000,True
9485,Тимофеев Фаддей,172.0,99.0,63,м,продавец,189000,False
9486,Щукин Гордей,170.0,109.0,52,м,автослесарь,322000,True
9487,Аксёнов Прохор,183.0,53.0,65,м,студент,378000,False
9488,Третьяков Анатолий,169.0,84.0,59,м,автослесарь,492000,False
9489,Кудряшов Никодим,187.0,91.0,27,м,бухгалтер,493000,False
9490,Громов Макарий,168.0,57.0,42,м,программист,239000,False
9491,Зиновьев Никифор,188.0,76.0,83,м,врач,488000,True
9492,Гурьев Кузьма,169.0,96.0,75,м,врач,376000,False
9493,Карпов Игнат,183.0,58.0,56,м,инженер,153000,False
9494,Давыдов Виктор,170.0,68.0,30,м,автослесарь,410000,False
9495,Титов Фома,194.0,104.0,28,м,продавец,385000,True
9496,Архипов Иеремия,184.0,100.0,36,м,программист,192000,True
9497,Ковалёв Степан,187.0,83.0,49,м,врач,472000,True
9498,Антонов Иероним,178.0,77.0,89,м,преподаватель,75000,True
9499,Сидоров Аполлон,192.0,72.0,80,м,автослесарь,104000,True
9500,Дьячков Глеб,178.0,90.0,18,м,врач,371000,False
9501,Третьяков Денис,192.0,100.0,88,м,автослесарь,192000,True
9502,Кононов Анастасий,190.0,87.0,41,м,программист,231000,True
9503,Туров Арсений,180.0,71.0,63,м,бухгалтер,108000,True
9504,Кондратьев Владислав,193.0,52.0,54,м,инженер,396000,False
9505,Рогов Архип,180.0,100.0,75,м,преподаватель,395000,False
9506,Петухов Добрыня,169.0,105.0,52,м,студент,298000,False
9507,Пономарёв Арсентий,178.0,114.0,79,м,студент,448000,True
9509,Сидоров Александр,168.0,89.0,73,м,преподаватель,173000,False
9511,Лобанов Семён,193.0,77.0,30,м,продавец,451000,True
9512,Гуляев Митрофан,170.0,113.0,18,м,бухгалтер,231000,True
9514,Казаков Руслан,179.0,102.0,66,м,сантехник,71000,True
9515,Чернов Бенедикт,191.0,101.0,63,м,продавец,23000,True
9516,Щукин Еремей,182.0,89.0,70,м,врач,216000,True
9517,Вишняков Харитон,190.0,54.0,56,м,врач,441000,False
9519,Соловьёв Олег,188.0,91.0,55,м,студент,122000,False
9520,Лыткин Радий,165.0,53.0,48,м,бухгалтер,293000,True
9521,Орлов Роман,190.0,54.0,22,м,автослесарь,348000,False
9523,Смирнов Руслан,166.0,77.0,35,м,автослесарь,472000,True
9525,Ильин Данил,172.0,54.0,42,м,инженер,177000,False
9526,Селиверстов Игнатий,194.0,82.0,33,м,автослесарь,341000,False
9527,Тетерин Федот,172.0,73.0,56,м,продавец,66000,False
9528,Зыков Филат,187.0,66.0,50,м,сантехник,31000,True
9529,Белозёров Николай,194.0,80.0,84,м,врач,101000,True
9530,Субботин Модест,185.0,75.0,52,м,преподаватель,56000,True
9531,Мамонтов Герасим,194.0,67.0,83,м,врач,472000,False
9532,Филатов Дмитрий,183.0,84.0,20,м,автослесарь,314000,True
9533,Беляев Парамон,181.0,54.0,60,м,врач,65000,True
9534,Горбачёв Осип,175.0,56.0,59,м,бухгалтер,200000,True
9536,Кириллов Влас,183.0,77.0,66,м,продавец,391000,True
9537,Чернов Мирон,174.0,95.0,82,м,бухгалтер,84000,False
9538,Гуляев Лукьян,169.0,95.0,41,м,автослесарь,295000,False
9539,Ефимов Константин,174.0,50.0,68,м,бухгалтер,138000,True
9540,Ефимов Арсений,173.0,80.0,62,м,программист,295000,False
9541,Медведев Сидор,189.0,74.0,85,м,врач,252000,True
9542,Цветков Зорийй,176.0,108.0,42,м,программист,263000,False
9544,Веселов Артём,179.0,70.0,61,м,продавец,277000,False
9545,Муравьёв Владимир,186.0,64.0,73,м,продавец,391000,False
9546,Шарапов Никон,183.0,110.0,22,м,автослесарь,367000,False
9547,Федотов Георгий,190.0,82.0,39,м,программист,390000,False
9548,Фадеев Юлий,186.0,79.0,39,м,инженер,214000,True
9549,Кабанов Владислав,176.0,54.0,85,м,сантехник,109000,True
9550,Белов Влад,187.0,71.0,86,м,автослесарь,371000,True
9551,Бобылёв Данислав,189.0,93.0,57,м,программист,344000,False
9552,Сергеев Викентий,178.0,75.0,69,м,преподаватель,311000,True
9553,Савин Остап,187.0,115.0,75,м,автослесарь,440000,False
9554,Блохин Владислав,184.0,65.0,30,м,преподаватель,325000,False
9555,Беляев Алексей,179.0,51.0,85,м,бухгалтер,137000,True
9557,Одинцов Тимур,194.0,102.0,25,м,бухгалтер,191000,True
9558,Матвеев Семен,169.0,82.0,41,м,врач,251000,False
9559,Ермаков Валентин,193.0,56.0,18,м,студент,317000,True
9560,Ермаков Осип,188.0,52.0,80,м,программист,424000,True
9561,Коновалов Павел,165.0,105.0,50,м,продавец,227000,False
9562,Ермаков Евгений,185.0,99.0,77,м,инженер,337000,True
9563,Елисеев Савва,165.0,100.0,48,м,продавец,245000,False
9564,Журавлёв Казимир,175.0,100.0,60,м,автослесарь,218000,False
9565,Пестов Митрофан,176.0,107.0,57,м,продавец,354000,True
9566,Щербаков Алексей,189.0,71.0,63,м,врач,349000,False
9567,Козлов Артур,170.0,97.0,38,м,инженер,456000,False
9568,Блинов Родион,166.0,97.0,84,м,сантехник,475000,True
9569,Ильин Демьян,194.0,92.0,57,м,преподаватель,122000,False
9570,Копылов Ренат,184.0,80.0,77,м,автослесарь,457000,True
9571,Рябов Платон,185.0,108.0,52,м,программист,399000,False
9572,Колесников Анастасий,190.0,114.0,87,м,врач,287000,True
9573,Колесников Спартак,189.0,58.0,23,м,студент,130000,False
9574,Фролов Зорийй,166.0,98.0,76,м,программист,114000,False
9575,Смирнов Касьян,172.0,117.0,20,м,автослесарь,195000,True
9576,Осипов Бенедикт,167.0,63.0,72,м,сантехник,24000,True
9578,Колобов Марк,165.0,66.0,57,м,студент,418000,True
9579,Беспалов Захар,191.0,74.0,26,м,студент,226000,False
9580,Овчинников Климент,182.0,58.0,69,м,автослесарь,176000,True
9581,Гусев Егор,176.0,64.0,30,м,преподаватель,420000,True
9582,Антонов Илларион,185.0,82.0,79,м,сантехник,64000,True
9583,Дроздов Еремей,173.0,67.0,50,м,продавец,370000,True
9584,Кошелев Клим,166.0,106.0,50,м,инженер,108000,True
9585,Шилов Радик,172.0,94.0,45,м,врач,239000,True
9586,Максимов Пётр,191.0,87.0,75,м,инженер,429000,False
9587,Прохоров Эльдар,176.0,68.0,80,м,врач,279000,True
9588,Журавлёв Захар,180.0,71.0,63,м,программист,197000,False
9589,Сорокин Даниил,183.0,96.0,78,м,инженер,143000,False
9590,Харитонов Константин,171.0,66.0,52,м,преподаватель,436000,False
9591,Кабанов Аркадий,191.0,91.0,51,м,программист,40000,False
9592,Анисимов Никита,172.0,62.0,28,м,преподаватель,105000,True
9593,Ситников Никола,176.0,66.0,57,м,автослесарь,106000,True
9594,Носков Харитон,166.0,52.0,68,м,автослесарь,445000,False
9595,Петров Архип,183.0,61.0,78,м,бухгалтер,467000,True
9596,Шашков Анастасий,186.0,56.0,85,м,врач,391000,False
9597,Давыдов Филимон,184.0,58.0,37,м,студент,97000,True
9598,Фадеев Богдан,187.0,55.0,86,м,преподаватель,133000,True
9599,Носков Демид,180.0,106.0,37,м,автослесарь,173000,False
9600,Беляков Матвей,180.0,58.0,88,м,преподаватель,277000,True
9601,Юдин Архип,186.0,84.0,75,м,продавец,92000,False
9602,Гордеев Иероним,181.0,50.0,63,м,бухгалтер,222000,True
9603,Медведев Аристарх,187.0,80.0,33,м,врач,86000,True
9604,Беляев Эльдар,189.0,57.0,50,м,программист,425000,False
9605,Родионов Аким,171.0,94.0,84,м,преподаватель,291000,False
9606,Гурьев Иероним,175.0,81.0,53,м,преподаватель,67000,False
9608,Артемьев Зорийй,185.0,82.0,76,м,сантехник,460000,True
9609,Якушев Игнат,169.0,81.0,35,м,программист,77000,True
9610,Горбачёв Викентий,193.0,69.0,52,м,студент,77000,True
9611,Лыткин Давыд,167.0,60.0,53,м,преподаватель,348000,False
9612,Щербаков Аристарх,188.0,94.0,26,м,продавец,75000,True
9613,Елисеев Арсен,189.0,67.0,39,м,автослесарь,143000,True
9615,Уваров Игнатий,189.0,101.0,87,м,инженер,154000,False
9616,Князев Денис,171.0,110.0,41,м,врач,342000,True
9617,Горшков Платон,192.0,69.0,82,м,программист,185000,False
9618,Самойлов Макарий,188.0,116.0,35,м,врач,31000,False
9619,Владимиров Аполлон,183.0,54.0,36,м,автослесарь,249000,True
9620,Агафонов Вольдемар,181.0,69.0,36,м,сантехник,82000,False
9621,Тарасов Ростислав,182.0,50.0,44,м,преподаватель,399000,False
9622,Максимов Игнатий,184.0,118.0,75,м,продавец,406000,False
9623,Григорьев Антон,175.0,63.0,48,м,врач,416000,True
9624,Кулаков Борислав,176.0,57.0,82,м,продавец,412000,True
9625,Аксёнов Александр,175.0,93.0,18,м,сантехник,328000,True
9626,Соболев Олег,185.0,119.0,86,м,преподаватель,374000,False
9627,Котов Вадим,171.0,65.0,40,м,бухгалтер,225000,False
9628,Антонов Георгий,192.0,55.0,66,м,бухгалтер,66000,False
9629,Щербаков Владлен,187.0,93.0,88,м,программист,69000,True
9630,Пахомов Денис,179.0,73.0,32,м,сантехник,245000,False
9631,Голубев Арсентий,185.0,102.0,32,м,программист,341000,False
9632,Кулаков Василий,176.0,80.0,50,м,программист,286000,False
9633,Беспалов Диомид,173.0,95.0,86,м,сантехник,125000,False
9634,Петухов Зорийй,185.0,52.0,70,м,врач,292000,True
9635,Авдеев Григорий,180.0,80.0,70,м,врач,347000,True
9636,Яковлев Антоний,177.0,103.0,76,м,преподаватель,457000,False
9637,Евдокимов Серафим,165.0,87.0,77,м,студент,385000,True
9638,Поляков Иосиф,189.0,69.0,60,м,преподаватель,218000,False
9639,Голубев Борислав,167.0,69.0,75,м,преподаватель,262000,False
9640,Захаров Серафим,167.0,56.0,33,м,программист,282000,False
9641,Рыбаков Тарас,190.0,96.0,57,м,студент,481000,True
9642,Фомин Август,184.0,67.0,76,м,врач,41000,False
9643,Степанов Никита,176.0,54.0,81,м,автослесарь,69000,False
9644,Лихачёв Терентий,184.0,61.0,84,м,продавец,58000,False
9645,Тимофеев Никита,167.0,104.0,53,м,автослесарь,188000,False
9646,Гришин Владислав,182.0,76.0,53,м,инженер,448000,False
9648,Стрелков Вадим,189.0,115.0,32,м,преподаватель,394000,False
9649,Мышкин Эдуард,170.0,51.0,78,м,сантехник,23000,True
9651,Доронин Артур,189.0,103.0,70,м,продавец,499000,False
9652,Некрасов Иосиф,190.0,100.0,67,м,автослесарь,13000,True
9653,Киселёв Флор,167.0,85.0,63,м,сантехник,479000,True
9654,Маслов Осип,183.0,62.0,57,м,бухгалтер,431000,True
9655,Мясников Никон,178.0,102.0,25,м,студент,160000,False
9656,Силин Никола,184.0,50.0,85,м,врач,63000,True
9657,Фёдоров Еремей,177.0,79.0,37,м,программист,461000,False
9658,Степанов Болеслав,174.0,78.0,50,м,программист,126000,False
9659,Борисов Данил,168.0,52.0,81,м,программист,106000,True
9660,Харитонов Борис,190.0,71.0,28,м,бухгалтер,221000,False
9661,Иванов Потап,173.0,51.0,83,м,врач,319000,True
9663,Бирюков Анисий,171.0,69.0,84,м,программист,161000,True
9665,Антонов Никита,167.0,53.0,37,м,сантехник,398000,False
9666,Гурьев Даниил,189.0,98.0,62,м,продавец,442000,True
9667,Дорофеев Харитон,179.0,80.0,85,м,бухгалтер,370000,False
9670,Коновалов Марк,171.0,83.0,84,м,автослесарь,184000,False
9671,Крюков Радомир,177.0,97.0,59,м,бухгалтер,10000,False
9672,Носов Юлий,176.0,93.0,71,м,бухгалтер,177000,True
9673,Князев Терентий,188.0,70.0,80,м,сантехник,107000,False
9674,Пахомов Василий,183.0,54.0,66,м,продавец,216000,False
9675,Мясников Аристарх,173.0,62.0,79,м,врач,448000,False
9677,Колесников Митрофан,186.0,55.0,47,м,продавец,343000,True
9678,Некрасов Владлен,187.0,108.0,62,м,программист,308000,False
9679,Кабанов Мирон,191.0,82.0,89,м,студент,202000,False
9680,Крюков Юрий,166.0,60.0,80,м,студент,496000,False
9681,Миронов Казимир,171.0,114.0,28,м,сантехник,38000,True
9682,Соколов Эдуард,184.0,86.0,22,м,продавец,448000,False
9683,Сазонов Бенедикт,169.0,75.0,84,м,студент,132000,False
9684,Зыков Арсений,169.0,111.0,70,м,бухгалтер,161000,False
9685,Авдеев Иннокентий,181.0,60.0,58,м,бухгалтер,107000,True
9686,Козлов Клим,174.0,76.0,81,м,программист,498000,True
9687,Капустин Михаил,188.0,79.0,55,м,автослесарь,320000,True
9688,Голубев Андрей,189.0,83.0,84,м,бухгалтер,312000,False
9689,Филиппов Иеремия,179.0,82.0,49,м,врач,214000,True
9690,Вишняков Тимур,185.0,85.0,54,м,продавец,13000,True
9691,Суворов Фаддей,174.0,79.0,21,м,автослесарь,246000,True
9692,Маслов Кузьма,184.0,93.0,54,м,врач,328000,True
9693,Русаков Арсентий,189.0,105.0,45,м,преподаватель,259000,True
9694,Романов Олег,186.0,63.0,75,м,продавец,275000,True
9695,Исаков Вадим,172.0,83.0,65,м,бухгалтер,35000,False
9696,Родионов Ренат,186.0,92.0,70,м,студент,162000,False
9697,Кудрявцев Остап,175.0,85.0,63,м,инженер,430000,False
9698,Шестаков Никита,191.0,79.0,40,м,инженер,322000,False
9699,Некрасов Данила,191.0,55.0,74,м,сантехник,263000,False
9700,Комиссаров Мирон,170.0,76.0,75,м,автослесарь,74000,False
9701,Ермаков Анатолий,180.0,58.0,29,м,программист,360000,True
9702,Зимин Егорий,182.0,103.0,24,м,автослесарь,214000,True
9703,Мишин Никола,177.0,65.0,41,м,сантехник,391000,False
9704,Баранов Анфим,165.0,113.0,55,м,студент,11000,False
9705,Миронов Всеволод,168.0,74.0,42,м,врач,34000,True
9706,Носов Денис,178.0,88.0,65,м,автослесарь,56000,True
9707,Игнатов Иероним,187.0,77.0,83,м,программист,193000,False
9708,Евдокимов Касьян,180.0,71.0,74,м,автослесарь,481000,True
9709,Бобров Феликс,181.0,87.0,67,м,преподаватель,189000,True
9710,Субботин Кирилл,186.0,94.0,30,м,автослесарь,135000,False
9711,Копылов Егор,186.0,53.0,65,м,студент,487000,True
9712,Исаев Добрыня,171.0,61.0,48,м,врач,47000,True
9713,Калинин Бенедикт,183.0,56.0,23,м,продавец,106000,True
9714,Зимин Евгений,167.0,61.0,31,м,автослесарь,425000,False
9715,Суворов Викентий,170.0,96.0,49,м,автослесарь,453000,True
9716,Наумов Макарий,194.0,58.0,28,м,инженер,16000,True
9717,Архипов Филат,187.0,89.0,21,м,сантехник,279000,True
9718,Фёдоров Чарли,174.0,104.0,53,м,автослесарь,108000,False
9720,Марков Еремей,169.0,59.0,84,м,бухгалтер,360000,False
9721,Марков Ефим,182.0,118.0,75,м,сантехник,25000,True
9722,Виноградов Владлен,171.0,97.0,84,м,студент,148000,True
9723,Савин Филимон,193.0,55.0,49,м,бухгалтер,196000,False
9724,Суханов Кир,180.0,98.0,88,м,сантехник,132000,True
9725,Кудрявцев Болеслав,185.0,73.0,51,м,автослесарь,196000,True
9726,Зыков Богдан,180.0,72.0,23,м,сантехник,82000,False
9727,Попов Мартын,175.0,93.0,21,м,врач,242000,False
9728,Третьяков Виссарион,169.0,70.0,74,м,программист,350000,True
9729,Сафонов Данила,181.0,69.0,81,м,продавец,197000,False
9730,Николаев Булат,175.0,61.0,59,м,программист,471000,False
9731,Муравьёв Дамир,180.0,116.0,38,м,автослесарь,310000,False
9732,Горбачёв Тимур,187.0,105.0,66,м,продавец,258000,False
9733,Власов Эльдар,194.0,67.0,34,м,инженер,66000,True
9734,Блинов Никон,179.0,67.0,59,м,бухгалтер,187000,False
9735,Елисеев Влад,176.0,93.0,31,м,студент,369000,True
9736,Евдокимов Федот,179.0,68.0,46,м,программист,233000,False
9737,Константинов Аполлон,194.0,88.0,57,м,продавец,443000,False
9738,Тимофеев Григорий,169.0,56.0,36,м,студент,80000,False
9740,Никифоров Олег,181.0,95.0,80,м,продавец,23000,False
9741,Савин Иосиф,192.0,104.0,86,м,сантехник,201000,False
9742,Кузнецов Гордей,185.0,115.0,89,м,продавец,67000,True
9743,Корнилов Иосиф,186.0,83.0,42,м,автослесарь,313000,True
9744,Гришин Ефим,185.0,78.0,50,м,инженер,30000,False
9745,Капустин Всеволод,166.0,62.0,71,м,сантехник,149000,True
9747,Большаков Олег,175.0,85.0,18,м,бухгалтер,10000,True
9748,Игнатов Евдоким,174.0,54.0,28,м,программист,358000,False
9749,Шубин Данил,192.0,76.0,59,м,продавец,107000,True
9750,Панов Дмитрий,173.0,70.0,47,м,врач,331000,False
9752,Козлов Кузьма,168.0,96.0,45,м,инженер,272000,False
9753,Гаврилов Мартын,182.0,53.0,43,м,продавец,222000,True
9754,Марков Денис,190.0,66.0,77,м,продавец,278000,False
9755,Рябов Эрик,190.0,64.0,75,м,программист,253000,True
9756,Зуев Феликс,178.0,104.0,49,м,инженер,374000,False
9757,Ситников Николай,175.0,90.0,77,м,программист,381000,True
9758,Носов Казимир,181.0,114.0,19,м,преподаватель,22000,True
9759,Зимин Евдоким,175.0,97.0,70,м,бухгалтер,212000,True
9760,Ермаков Ринат,183.0,87.0,72,м,преподаватель,431000,False
9761,Морозов Пётр,186.0,102.0,42,м,автослесарь,127000,True
9762,Орлов Фома,184.0,75.0,39,м,преподаватель,132000,False
9763,Нестеров Игнатий,169.0,71.0,70,м,студент,72000,False
9764,Осипов Модест,192.0,50.0,48,м,программист,34000,True
9765,Матвеев Прохор,168.0,104.0,33,м,врач,74000,True
9766,Харитонов Владлен,179.0,111.0,51,м,автослесарь,234000,False
9767,Евсеев Август,188.0,52.0,35,м,автослесарь,460000,True
9768,Прохоров Никола,176.0,119.0,28,м,инженер,73000,True
9769,Денисов Лукьян,191.0,71.0,76,м,бухгалтер,339000,False
9770,Зайцев Вячеслав,187.0,111.0,29,м,врач,141000,False
9771,Фёдоров Леонтий,183.0,98.0,84,м,продавец,126000,True
9772,Виноградов Тарас,175.0,112.0,65,м,бухгалтер,160000,False
9773,Никитин Николай,188.0,103.0,67,м,инженер,414000,True
9774,Носов Артур,184.0,99.0,46,м,преподаватель,470000,False
9775,Гусев Викентий,169.0,113.0,73,м,сантехник,153000,True
9776,Зайцев Арсений,183.0,102.0,77,м,программист,60000,False
9777,Родионов Бенедикт,188.0,101.0,32,м,врач,32000,False
9778,Зиновьев Савва,180.0,107.0,36,м,бухгалтер,63000,True
9779,Фокин Арсентий,189.0,102.0,59,м,продавец,224000,False
9780,Брагин Александр,182.0,115.0,45,м,продавец,391000,True
9781,Фокин Вольдемар,192.0,106.0,72,м,автослесарь,268000,True
9782,Романов Никодим,166.0,59.0,27,м,автослесарь,291000,False
9783,Колобов Аким,181.0,84.0,47,м,автослесарь,158000,False
9784,Марков Вольдемар,191.0,51.0,41,м,врач,19000,False
9785,Евсеев Ждан,168.0,89.0,33,м,сантехник,457000,True
9786,Осипов Климент,183.0,89.0,35,м,преподаватель,437000,False
9787,Трофимов Сергей,175.0,115.0,76,м,бухгалтер,492000,False
9788,Денисов Аким,181.0,51.0,65,м,программист,243000,False
9790,Селезнёв Савва,185.0,58.0,80,м,сантехник,488000,True
9791,Суворов Никодим,173.0,90.0,85,м,бухгалтер,299000,False
9792,Уваров Мирон,193.0,104.0,50,м,бухгалтер,487000,False
9793,Ковалёв Добрыня,192.0,81.0,38,м,продавец,91000,True
9794,Панфилов Архип,171.0,105.0,80,м,автослесарь,106000,False
9795,Козлов Анастасий,172.0,50.0,79,м,врач,287000,True
9796,Блохин Геннадий,179.0,55.0,26,м,автослесарь,222000,True
9797,Беляков Виссарион,183.0,83.0,66,м,продавец,173000,False
9798,Фролов Тихон,174.0,56.0,36,м,инженер,473000,True
9799,Стрелков Демид,182.0,70.0,60,м,программист,376000,False
9800,Дорофеев Игорь,169.0,77.0,56,м,бухгалтер,246000,True
9801,Титов Данил,171.0,112.0,38,м,программист,203000,True
9802,Савельев Серафим,183.0,109.0,56,м,бухгалтер,402000,False
9803,Борисов Платон,188.0,111.0,47,м,студент,231000,False
9804,Панов Юлий,186.0,89.0,34,м,сантехник,244000,True
9805,Силин Артём,185.0,111.0,79,м,программист,20000,False
9806,Пономарёв Александр,176.0,76.0,50,м,студент,296000,False
9807,Савельев Влас,179.0,99.0,50,м,сантехник,197000,True
9808,Денисов Рустам,166.0,114.0,29,м,программист,31000,False
9809,Кондратьев Иннокентий,179.0,57.0,65,м,сантехник,485000,True
9812,Титов Еремей,181.0,88.0,88,м,сантехник,433000,False
9813,Медведев Серафим,180.0,79.0,82,м,автослесарь,302000,False
9814,Рогов Константин,174.0,60.0,81,м,врач,465000,False
9815,Игнатьев Данил,181.0,99.0,42,м,врач,238000,True
9816,Зиновьев Борислав,182.0,80.0,71,м,студент,123000,True
9817,Брагин Эдуард,167.0,55.0,63,м,сантехник,215000,False
9818,Сидоров Ждан,189.0,109.0,22,м,программист,382000,True
9819,Кузнецов Яромир,170.0,61.0,54,м,инженер,426000,False
9820,Кабанов Ждан,172.0,79.0,80,м,студент,419000,False
9822,Селезнёв Фёдор,165.0,62.0,55,м,бухгалтер,338000,False
9823,Дроздов Димитрий,166.0,107.0,52,м,сантехник,429000,True
9824,Волков Роман,192.0,63.0,23,м,бухгалтер,266000,True
9825,Русаков Кондрат,171.0,108.0,88,м,студент,145000,False
9826,Коновалов Осип,176.0,119.0,32,м,автослесарь,12000,True
9827,Быков Радик,187.0,86.0,34,м,автослесарь,426000,False
9829,Кузнецов Яромир,168.0,95.0,64,м,сантехник,456000,True
9830,Суханов Казимир,174.0,85.0,42,м,инженер,321000,False
9831,Кудрявцев Данила,181.0,101.0,84,м,продавец,188000,True
9832,Данилов Иосиф,191.0,109.0,66,м,врач,363000,False
9833,Мясников Радослав,190.0,106.0,81,м,продавец,210000,True
9834,Буров Никанор,189.0,58.0,32,м,преподаватель,497000,True
9835,Дроздов Прохор,169.0,88.0,88,м,преподаватель,425000,True
9836,Королёв Владимир,185.0,87.0,36,м,сантехник,223000,False
9837,Соболев Бенедикт,168.0,67.0,34,м,автослесарь,456000,False
9838,Никонов Всеволод,189.0,91.0,29,м,программист,452000,False
9839,Константинов Авраам,166.0,83.0,18,м,преподаватель,177000,True
9840,Павлов Диомид,190.0,65.0,31,м,автослесарь,39000,True
9841,Афанасьев Евдоким,167.0,101.0,85,м,бухгалтер,212000,True
9842,Кулаков Елисей,185.0,104.0,56,м,программист,85000,True
9843,Самсонов Алексей,173.0,95.0,56,м,бухгалтер,449000,True
9844,Исаков Пётр,172.0,97.0,68,м,студент,405000,True
9845,Исаев Булат,170.0,87.0,22,м,продавец,434000,True
9846,Калинин Никон,181.0,67.0,32,м,преподаватель,447000,True
9847,Мамонтов Тарас,183.0,53.0,49,м,программист,187000,True
9848,Третьяков Радослав,187.0,101.0,38,м,автослесарь,339000,False
9849,Киселёв Давид,184.0,81.0,78,м,студент,440000,False
9850,Фомичёв Руслан,186.0,85.0,29,м,студент,20000,False
9851,Владимиров Никодим,184.0,69.0,22,м,сантехник,283000,False
9852,Кондратьев Вадим,190.0,99.0,59,м,автослесарь,21000,True
9853,Дмитриев Виссарион,184.0,105.0,63,м,преподаватель,186000,True
9854,Прохоров Аполлинарий,191.0,52.0,40,м,преподаватель,401000,True
9855,Крюков Климент,167.0,116.0,18,м,бухгалтер,467000,False
9856,Щербаков Леонид,173.0,55.0,64,м,сантехник,41000,True
9857,Логинов Виссарион,191.0,61.0,24,м,врач,44000,False
9858,Аксёнов Ростислав,180.0,114.0,51,м,продавец,68000,False
9859,Самойлов Владислав,172.0,61.0,38,м,продавец,186000,False
9860,Ковалёв Зорийй,175.0,108.0,65,м,автослесарь,100000,True
9861,Лапин Давыд,166.0,96.0,39,м,бухгалтер,431000,True
9862,Ильин Федот,168.0,103.0,89,м,студент,485000,True
9863,Одинцов Еремей,178.0,83.0,41,м,бухгалтер,308000,True
9864,Филиппов Вячеслав,173.0,54.0,60,м,бухгалтер,491000,True
9865,Воронцов Ренат,175.0,79.0,81,м,инженер,433000,False
9866,Михайлов Димитрий,166.0,53.0,28,м,бухгалтер,431000,True
9867,Медведев Август,191.0,77.0,63,м,преподаватель,213000,True
9868,Соколов Иннокентий,185.0,99.0,29,м,бухгалтер,263000,True
9870,Третьяков Святослав,194.0,66.0,63,м,студент,22000,False
9871,Волков Артём,192.0,79.0,53,м,автослесарь,69000,True
9872,Зайцев Ростислав,179.0,83.0,43,м,бухгалтер,248000,True
9873,Блохин Семен,179.0,109.0,21,м,преподаватель,481000,False
9874,Петухов Тихон,181.0,58.0,34,м,сантехник,192000,False
9875,Петухов Макарий,193.0,96.0,42,м,врач,489000,False
9877,Афанасьев Тарас,166.0,58.0,36,м,врач,419000,True
9878,Лобанов Эдуард,177.0,110.0,84,м,автослесарь,467000,True
9879,Самсонов Данила,177.0,70.0,32,м,сантехник,132000,False
9880,Смирнов Савва,177.0,85.0,40,м,врач,127000,False
9881,Самойлов Кирилл,170.0,112.0,57,м,врач,362000,True
9882,Кулаков Эрик,194.0,76.0,18,м,сантехник,326000,True
9883,Харитонов Радомир,178.0,90.0,77,м,инженер,135000,True
9884,Журавлёв Анастасий,189.0,112.0,46,м,врач,280000,True
9885,Марков Герасим,185.0,61.0,70,м,студент,70000,True
9887,Исаков Ринат,174.0,64.0,61,м,инженер,138000,False
9888,Комиссаров Михаил,184.0,78.0,65,м,бухгалтер,204000,False
9889,Тимофеев Иван,185.0,60.0,80,м,программист,319000,True
9890,Петров Виктор,180.0,50.0,78,м,бухгалтер,262000,True
9891,Фокин Семён,188.0,113.0,24,м,программист,421000,False
9893,Носков Назар,179.0,50.0,74,м,программист,22000,False
9894,Мышкин Гордей,174.0,105.0,27,м,преподаватель,271000,False
9895,Ершов Спартак,166.0,55.0,50,м,программист,463000,True
9896,Воронцов Авраам,179.0,83.0,45,м,продавец,266000,False
9897,Бобров Владлен,165.0,59.0,69,м,автослесарь,72000,False
9900,Силин Филипп,171.0,55.0,80,м,преподаватель,219000,True
9901,Дорофеев Фаддей,175.0,62.0,28,м,автослесарь,265000,False
9902,Пестов Антон,168.0,84.0,77,м,бухгалтер,310000,True
9903,Вишняков Никон,178.0,96.0,27,м,продавец,397000,False
9904,Сергеев Ростислав,193.0,66.0,32,м,программист,66000,False
9905,Ильин Артём,182.0,77.0,83,м,преподаватель,302000,False
9906,Маслов Игорь,180.0,65.0,25,м,автослесарь,339000,False
9907,Михеев Геннадий,193.0,117.0,46,м,бухгалтер,490000,True
9908,Коновалов Вячеслав,172.0,99.0,42,м,инженер,493000,True
9909,Орлов Евстахий,182.0,92.0,82,м,студент,435000,False
9910,Соколов Булат,192.0,67.0,52,м,программист,127000,False
9911,Крюков Болеслав,174.0,60.0,20,м,преподаватель,372000,False
9912,Гурьев Валентин,177.0,76.0,76,м,программист,271000,True
9914,Морозов Роман,189.0,82.0,28,м,студент,311000,False
9915,Терентьев Илья,183.0,65.0,26,м,преподаватель,29000,True
9916,Дмитриев Филипп,194.0,61.0,83,м,сантехник,27000,True
9917,Панфилов Иван,185.0,96.0,81,м,инженер,266000,False
9918,Лапин Геннадий,165.0,87.0,21,м,продавец,336000,False
9919,Федотов Иосиф,173.0,69.0,55,м,студент,365000,True
9920,Фокин Осип,166.0,63.0,29,м,продавец,276000,True
9921,Галкин Радомир,172.0,52.0,55,м,врач,270000,True
9922,Пестов Аполлон,181.0,90.0,71,м,инженер,158000,True
9923,Хохлов Артём,188.0,113.0,45,м,сантехник,431000,False
9924,Голубев Бронислав,168.0,89.0,89,м,бухгалтер,181000,True
